Transaction_ID,Date,Product_ID,Category,Payment_Method,Customer_ID,Name,Email,City,Region,Country,Customer_Type
3881,11/18/2021,14,Toys,Klarna,100,Charlie Brown,hannah@example.com,Houston,South,USA,New
6650,11/18/2021,8,Home,Bank Transfer,108,Alice Smith,ian@example.com,Phoenix,West,USA,VIP
2058,11/18/2021,8,Home,Credit Card,104,Diana White,hannah@example.com,Philadelphia,East,USA,Returning
4553,11/19/2021,14,Toys,Credit Card,105,Bob Jones,ian@example.com,San Antonio,South,USA,Returning
5818,11/19/2021,7,Apparel,Klarna,107,Diana White,charlie@example.com,San Diego,West,USA,Returning
8209,11/19/2021,1,Electronics,Bank Transfer,101,Evan Black,jenny@example.com,Dallas,South,USA,New
2462,11/19/2021,8,Home,Credit Card,106,Alice Smith,alice@example.com,San Jose,West,USA,New
8237,11/20/2021,10,Accessories,Klarna,103,Evan Black,george@example.com,New York,East,USA,Returning
7899,11/20/2021,10,Accessories,Bank Transfer,108,Bob Jones,jenny@example.com,Los Angeles,West,USA,VIP
1478,11/20/2021,9,Toys,Credit Card,105,Charlie Brown,charlie@example.com,Chicago,Midwest,USA,Returning
7297,11/20/2021,9,Toys,Klarna,106,Fiona Green,alice@example.com,Houston,South,USA,Returning
8987,11/20/2021,9,Toys,Bank Transfer,105,Ian Blue,diana@example.com,Phoenix,West,USA,New
3572,11/21/2021,13,Home,Paypal,107,Jenny Grey,george@example.com,Philadelphia,East,USA,New
5712,11/21/2021,15,Accessories,Paypal,105,Fiona Green,diana@example.com,San Antonio,South,USA,New
6730,11/22/2021,11,Electronics,Credit Card,106,Jenny Grey,alice@example.com,San Diego,West,USA,New
4339,11/22/2021,8,Home,Bank Transfer,107,Bob Jones,george@example.com,Dallas,South,USA,Returning
1198,11/22/2021,4,Toys,Bank Transfer,100,Hannah Lee,hannah@example.com,San Jose,West,USA,VIP
1178,11/22/2021,7,Apparel,Credit Card,109,Evan Black,evan@example.com,New York,East,USA,Returning
3795,11/22/2021,4,Toys,Credit Card,103,Ian Blue,fiona@example.com,Los Angeles,West,USA,Returning
1731,11/23/2021,7,Apparel,Klarna,105,Jenny Grey,diana@example.com,Chicago,Midwest,USA,VIP
3933,11/23/2021,3,Home,Klarna,100,Ian Blue,evan@example.com,Houston,South,USA,Returning
1893,11/24/2021,3,Home,Credit Card,103,Charlie Brown,diana@example.com,Phoenix,West,USA,VIP
7326,11/24/2021,7,Apparel,Bank Transfer,105,Alice Smith,bob@example.com,Philadelphia,East,USA,New
2167,11/24/2021,1,Electronics,Bank Transfer,106,Ian Blue,george@example.com,San Antonio,South,USA,New
2577,11/24/2021,3,Home,Credit Card,105,Ian Blue,jenny@example.com,San Diego,West,USA,New
7691,11/25/2021,2,Apparel,Paypal,103,Hannah Lee,george@example.com,Dallas,South,USA,VIP
7040,11/25/2021,14,Toys,Klarna,106,Evan Black,hannah@example.com,San Jose,West,USA,Returning
5994,11/26/2021,14,Toys,Paypal,109,Evan Black,alice@example.com,New York,East,USA,New
1687,11/26/2021,10,Accessories,Klarna,101,Jenny Grey,bob@example.com,Los Angeles,West,USA,New
7322,11/26/2021,8,Home,Paypal,105,Fiona Green,bob@example.com,Chicago,Midwest,USA,Returning
4968,11/27/2021,13,Home,Bank Transfer,104,Alice Smith,diana@example.com,Houston,South,USA,New
4829,11/28/2021,11,Electronics,Klarna,101,Ian Blue,george@example.com,Phoenix,West,USA,New
1463,11/28/2021,11,Electronics,Klarna,108,Evan Black,george@example.com,Philadelphia,East,USA,VIP
7004,11/28/2021,10,Accessories,Bank Transfer,106,George Hill,george@example.com,San Antonio,South,USA,Returning
1382,11/29/2021,11,Electronics,Credit Card,102,Hannah Lee,alice@example.com,San Diego,West,USA,VIP
6565,11/30/2021,15,Accessories,Klarna,106,Evan Black,bob@example.com,Dallas,South,USA,New
3939,11/30/2021,13,Home,Paypal,105,Diana White,hannah@example.com,San Jose,West,USA,New
4150,11/30/2021,15,Accessories,Bank Transfer,106,Fiona Green,ian@example.com,New York,East,USA,Returning
6068,11/30/2021,14,Toys,Bank Transfer,103,George Hill,jenny@example.com,Los Angeles,West,USA,New
7924,12/01/2021,1,Electronics,Klarna,109,Charlie Brown,george@example.com,Chicago,Midwest,USA,VIP
8265,12/01/2021,14,Toys,Credit Card,107,Ian Blue,alice@example.com,Houston,South,USA,VIP
5645,12/01/2021,9,Toys,Credit Card,107,Charlie Brown,charlie@example.com,Phoenix,West,USA,Returning
5435,12/01/2021,14,Toys,Paypal,106,Jenny Grey,jenny@example.com,Philadelphia,East,USA,Returning
3681,12/02/2021,2,Apparel,Bank Transfer,106,Bob Jones,hannah@example.com,San Antonio,South,USA,New
5225,12/02/2021,7,Apparel,Paypal,109,Ian Blue,evan@example.com,San Diego,West,USA,Returning
7468,12/02/2021,7,Apparel,Bank Transfer,107,Charlie Brown,alice@example.com,Dallas,South,USA,Returning
7852,12/02/2021,9,Toys,Credit Card,100,Charlie Brown,george@example.com,San Jose,West,USA,New
8509,12/02/2021,4,Toys,Paypal,105,Jenny Grey,fiona@example.com,New York,East,USA,New
8104,12/03/2021,2,Apparel,Bank Transfer,101,Alice Smith,ian@example.com,Los Angeles,West,USA,VIP
8450,12/04/2021,2,Apparel,Credit Card,100,Bob Jones,charlie@example.com,Chicago,Midwest,USA,VIP
2128,12/04/2021,10,Accessories,Paypal,109,Diana White,charlie@example.com,Houston,South,USA,Returning
7001,12/04/2021,7,Apparel,Credit Card,106,George Hill,hannah@example.com,Phoenix,West,USA,New
3741,12/04/2021,8,Home,Klarna,105,Ian Blue,charlie@example.com,Philadelphia,East,USA,Returning
7801,12/04/2021,10,Accessories,Paypal,104,Evan Black,diana@example.com,San Antonio,South,USA,VIP
3118,12/05/2021,3,Home,Bank Transfer,104,Charlie Brown,george@example.com,San Diego,West,USA,Returning
6187,12/05/2021,1,Electronics,Klarna,108,Bob Jones,evan@example.com,Dallas,South,USA,VIP
3521,12/05/2021,5,Accessories,Bank Transfer,108,George Hill,ian@example.com,San Jose,West,USA,VIP
4199,12/05/2021,3,Home,Paypal,105,Fiona Green,evan@example.com,New York,East,USA,Returning
5631,12/06/2021,1,Electronics,Credit Card,102,George Hill,ian@example.com,Los Angeles,West,USA,VIP
7429,12/07/2021,14,Toys,Bank Transfer,106,Hannah Lee,fiona@example.com,Chicago,Midwest,USA,VIP
7568,12/07/2021,3,Home,Klarna,103,Ian Blue,fiona@example.com,Houston,South,USA,New
9313,12/07/2021,7,Apparel,Klarna,104,Jenny Grey,fiona@example.com,Phoenix,West,USA,Returning
2910,12/08/2021,8,Home,Paypal,106,Evan Black,george@example.com,Philadelphia,East,USA,Returning
2916,12/08/2021,2,Apparel,Credit Card,106,Evan Black,charlie@example.com,San Antonio,South,USA,Returning
1178,12/08/2021,1,Electronics,Credit Card,109,Charlie Brown,charlie@example.com,San Diego,West,USA,VIP
7681,12/09/2021,13,Home,Paypal,107,Diana White,ian@example.com,Dallas,South,USA,VIP
1534,12/09/2021,1,Electronics,Bank Transfer,100,George Hill,george@example.com,San Jose,West,USA,VIP
6325,12/09/2021,14,Toys,Paypal,104,Evan Black,jenny@example.com,New York,East,USA,Returning
2861,12/10/2021,5,Accessories,Paypal,108,George Hill,fiona@example.com,Los Angeles,West,USA,New
9081,12/11/2021,6,Electronics,Klarna,106,Bob Jones,alice@example.com,Chicago,Midwest,USA,Returning
4918,12/11/2021,13,Home,Credit Card,101,Ian Blue,george@example.com,Houston,South,USA,Returning
9895,12/12/2021,7,Apparel,Credit Card,100,Ian Blue,fiona@example.com,Phoenix,West,USA,Returning
8776,12/12/2021,7,Apparel,Klarna,107,Ian Blue,charlie@example.com,Philadelphia,East,USA,New
3460,12/12/2021,7,Apparel,Credit Card,108,Evan Black,hannah@example.com,San Antonio,South,USA,Returning
7430,12/12/2021,10,Accessories,Credit Card,109,Jenny Grey,george@example.com,San Diego,West,USA,New
7413,12/12/2021,13,Home,Klarna,104,Ian Blue,hannah@example.com,Dallas,South,USA,New
9861,12/13/2021,2,Apparel,Bank Transfer,105,Alice Smith,ian@example.com,San Jose,West,USA,Returning
5078,12/13/2021,1,Electronics,Bank Transfer,101,Bob Jones,alice@example.com,New York,East,USA,Returning
6840,12/14/2021,12,Apparel,Paypal,104,Jenny Grey,diana@example.com,Los Angeles,West,USA,Returning
8366,12/14/2021,2,Apparel,Klarna,103,Evan Black,bob@example.com,Chicago,Midwest,USA,VIP
1992,12/14/2021,6,Electronics,Credit Card,107,Evan Black,diana@example.com,Houston,South,USA,New
5136,12/15/2021,6,Electronics,Paypal,107,Fiona Green,bob@example.com,Phoenix,West,USA,Returning
5823,12/15/2021,1,Electronics,Bank Transfer,104,Hannah Lee,fiona@example.com,Philadelphia,East,USA,New
8127,12/15/2021,12,Apparel,Credit Card,107,Alice Smith,ian@example.com,San Antonio,South,USA,VIP
3415,12/15/2021,2,Apparel,Credit Card,105,Jenny Grey,bob@example.com,San Diego,West,USA,VIP
1924,12/15/2021,7,Apparel,Paypal,109,Ian Blue,charlie@example.com,Dallas,South,USA,Returning
1556,12/16/2021,5,Accessories,Paypal,105,Charlie Brown,evan@example.com,San Jose,West,USA,New
9926,12/16/2021,13,Home,Bank Transfer,103,Hannah Lee,evan@example.com,New York,East,USA,VIP
8246,12/16/2021,12,Apparel,Credit Card,109,Evan Black,alice@example.com,Los Angeles,West,USA,VIP
1153,12/16/2021,10,Accessories,Bank Transfer,102,Alice Smith,fiona@example.com,Chicago,Midwest,USA,New
1786,12/17/2021,2,Apparel,Bank Transfer,108,Ian Blue,evan@example.com,Houston,South,USA,VIP
9834,12/17/2021,8,Home,Paypal,104,Hannah Lee,fiona@example.com,Phoenix,West,USA,New
6427,12/17/2021,8,Home,Klarna,109,Evan Black,charlie@example.com,Philadelphia,East,USA,Returning
7704,12/18/2021,6,Electronics,Bank Transfer,109,Charlie Brown,fiona@example.com,San Antonio,South,USA,New
4228,12/18/2021,8,Home,Bank Transfer,103,Hannah Lee,ian@example.com,San Diego,West,USA,Returning
3713,12/18/2021,14,Toys,Credit Card,105,Ian Blue,alice@example.com,Dallas,South,USA,New
1300,12/18/2021,9,Toys,Bank Transfer,103,George Hill,fiona@example.com,San Jose,West,USA,VIP
3506,12/18/2021,13,Home,Paypal,105,Charlie Brown,alice@example.com,New York,East,USA,Returning
9747,12/19/2021,10,Accessories,Bank Transfer,109,George Hill,george@example.com,Los Angeles,West,USA,New
8067,12/19/2021,12,Apparel,Paypal,107,Fiona Green,charlie@example.com,Chicago,Midwest,USA,Returning
4276,12/19/2021,7,Apparel,Bank Transfer,107,Diana White,fiona@example.com,Houston,South,USA,New
2299,12/19/2021,4,Toys,Klarna,105,Jenny Grey,george@example.com,Phoenix,West,USA,New
9269,12/20/2021,4,Toys,Credit Card,100,Diana White,evan@example.com,Philadelphia,East,USA,Returning
1277,12/20/2021,4,Toys,Klarna,100,Alice Smith,ian@example.com,San Antonio,South,USA,Returning
6190,12/21/2021,8,Home,Klarna,102,Evan Black,hannah@example.com,San Diego,West,USA,Returning
7500,12/21/2021,11,Electronics,Klarna,101,Hannah Lee,diana@example.com,Dallas,South,USA,VIP
1534,12/21/2021,10,Accessories,Klarna,100,Fiona Green,alice@example.com,San Jose,West,USA,New
5500,12/22/2021,6,Electronics,Paypal,100,Hannah Lee,jenny@example.com,New York,East,USA,New
3940,12/22/2021,8,Home,Klarna,105,George Hill,hannah@example.com,Los Angeles,West,USA,Returning
1363,12/22/2021,12,Apparel,Paypal,106,Bob Jones,charlie@example.com,Chicago,Midwest,USA,New
1882,12/22/2021,1,Electronics,Bank Transfer,107,Hannah Lee,george@example.com,Houston,South,USA,New
6204,12/22/2021,13,Home,Credit Card,102,Charlie Brown,charlie@example.com,Phoenix,West,USA,New
6200,12/23/2021,12,Apparel,Bank Transfer,100,Evan Black,george@example.com,Philadelphia,East,USA,Returning
4518,12/23/2021,3,Home,Credit Card,104,Hannah Lee,alice@example.com,San Antonio,South,USA,New
1739,12/24/2021,11,Electronics,Bank Transfer,107,Evan Black,alice@example.com,San Diego,West,USA,New
5555,12/24/2021,13,Home,Paypal,103,Evan Black,bob@example.com,Dallas,South,USA,VIP
4732,12/25/2021,6,Electronics,Klarna,101,Fiona Green,evan@example.com,San Jose,West,USA,VIP
7998,12/25/2021,8,Home,Paypal,108,George Hill,jenny@example.com,New York,East,USA,Returning
3603,12/25/2021,12,Apparel,Paypal,108,Ian Blue,fiona@example.com,Los Angeles,West,USA,New
9433,12/25/2021,3,Home,Bank Transfer,102,George Hill,bob@example.com,Chicago,Midwest,USA,New
1069,12/25/2021,8,Home,Klarna,106,Fiona Green,alice@example.com,Houston,South,USA,VIP
9119,12/26/2021,2,Apparel,Bank Transfer,100,Jenny Grey,ian@example.com,Phoenix,West,USA,Returning
3330,12/26/2021,10,Accessories,Bank Transfer,107,Charlie Brown,george@example.com,Philadelphia,East,USA,Returning
9216,12/26/2021,10,Accessories,Credit Card,107,Jenny Grey,hannah@example.com,San Antonio,South,USA,New
3623,12/27/2021,15,Accessories,Paypal,102,Bob Jones,fiona@example.com,San Diego,West,USA,VIP
8393,12/27/2021,5,Accessories,Paypal,104,Ian Blue,ian@example.com,Dallas,South,USA,VIP
5497,12/27/2021,6,Electronics,Credit Card,103,Jenny Grey,hannah@example.com,San Jose,West,USA,VIP
9627,12/27/2021,7,Apparel,Paypal,106,Evan Black,charlie@example.com,New York,East,USA,New
1942,12/27/2021,4,Toys,Bank Transfer,106,Evan Black,evan@example.com,Los Angeles,West,USA,New
5957,12/28/2021,2,Apparel,Klarna,107,Diana White,bob@example.com,Chicago,Midwest,USA,New
5887,12/28/2021,12,Apparel,Bank Transfer,104,Diana White,alice@example.com,Houston,South,USA,VIP
1004,12/28/2021,9,Toys,Credit Card,104,Alice Smith,fiona@example.com,Phoenix,West,USA,Returning
7233,12/29/2021,3,Home,Klarna,107,Evan Black,diana@example.com,Philadelphia,East,USA,New
2131,12/29/2021,2,Apparel,Credit Card,104,Diana White,charlie@example.com,San Antonio,South,USA,New
6092,12/29/2021,2,Apparel,Bank Transfer,100,Bob Jones,alice@example.com,San Diego,West,USA,Returning
4044,12/29/2021,9,Toys,Paypal,102,Ian Blue,fiona@example.com,Dallas,South,USA,Returning
6288,12/29/2021,13,Home,Klarna,101,Jenny Grey,hannah@example.com,San Jose,West,USA,VIP
9446,12/30/2021,3,Home,Credit Card,109,Fiona Green,jenny@example.com,New York,East,USA,New
8787,12/30/2021,11,Electronics,Klarna,104,Diana White,charlie@example.com,Los Angeles,West,USA,VIP
7639,12/30/2021,5,Accessories,Klarna,107,George Hill,jenny@example.com,Chicago,Midwest,USA,New
3682,12/30/2021,7,Apparel,Bank Transfer,108,Ian Blue,hannah@example.com,Houston,South,USA,VIP
9075,12/31/2021,9,Toys,Bank Transfer,108,Ian Blue,jenny@example.com,Phoenix,West,USA,VIP
8688,12/31/2021,12,Apparel,Bank Transfer,100,Alice Smith,diana@example.com,Philadelphia,East,USA,Returning
1877,01/01/2022,5,Accessories,Paypal,100,Bob Jones,george@example.com,San Antonio,South,USA,New
3637,01/01/2022,10,Accessories,Bank Transfer,100,Hannah Lee,diana@example.com,San Diego,West,USA,Returning
2223,01/01/2022,1,Electronics,Paypal,100,Alice Smith,fiona@example.com,Dallas,South,USA,Returning
7821,01/02/2022,15,Accessories,Paypal,108,Diana White,charlie@example.com,San Jose,West,USA,Returning
4985,01/03/2022,12,Apparel,Bank Transfer,100,George Hill,fiona@example.com,New York,East,USA,New
5196,01/03/2022,4,Toys,Credit Card,106,Hannah Lee,george@example.com,Los Angeles,West,USA,VIP
6629,01/04/2022,3,Home,Credit Card,105,Evan Black,hannah@example.com,Chicago,Midwest,USA,VIP
8422,01/04/2022,13,Home,Bank Transfer,108,Bob Jones,fiona@example.com,Houston,South,USA,New
8795,01/04/2022,12,Apparel,Credit Card,108,Diana White,charlie@example.com,Phoenix,West,USA,New
5951,01/05/2022,11,Electronics,Paypal,103,Ian Blue,ian@example.com,Philadelphia,East,USA,VIP
7437,01/06/2022,14,Toys,Credit Card,108,Jenny Grey,george@example.com,San Antonio,South,USA,VIP
5567,01/07/2022,1,Electronics,Klarna,105,George Hill,ian@example.com,San Diego,West,USA,Returning
7617,01/07/2022,12,Apparel,Klarna,104,Alice Smith,diana@example.com,Dallas,South,USA,VIP
4491,01/08/2022,14,Toys,Paypal,108,Diana White,evan@example.com,San Jose,West,USA,Returning
9945,01/08/2022,9,Toys,Klarna,106,Ian Blue,alice@example.com,New York,East,USA,VIP
7851,01/08/2022,8,Home,Klarna,108,George Hill,hannah@example.com,Los Angeles,West,USA,VIP
7811,01/08/2022,4,Toys,Credit Card,104,Bob Jones,alice@example.com,Chicago,Midwest,USA,VIP
1402,01/09/2022,13,Home,Paypal,103,Fiona Green,alice@example.com,Houston,South,USA,Returning
9210,01/09/2022,4,Toys,Credit Card,109,Ian Blue,george@example.com,Phoenix,West,USA,Returning
1579,01/09/2022,5,Accessories,Credit Card,102,Charlie Brown,hannah@example.com,Philadelphia,East,USA,VIP
1452,01/09/2022,10,Accessories,Paypal,104,Jenny Grey,diana@example.com,San Antonio,South,USA,Returning
3738,01/09/2022,12,Apparel,Bank Transfer,108,Bob Jones,bob@example.com,San Diego,West,USA,Returning
8892,01/10/2022,14,Toys,Credit Card,102,Diana White,george@example.com,Dallas,South,USA,Returning
4645,01/10/2022,9,Toys,Paypal,100,George Hill,jenny@example.com,San Jose,West,USA,Returning
4555,01/10/2022,15,Accessories,Paypal,101,Charlie Brown,evan@example.com,New York,East,USA,New
7364,01/10/2022,14,Toys,Paypal,109,George Hill,alice@example.com,Los Angeles,West,USA,Returning
7238,01/10/2022,10,Accessories,Paypal,104,Evan Black,bob@example.com,Chicago,Midwest,USA,VIP
5222,01/11/2022,12,Apparel,Paypal,102,Hannah Lee,diana@example.com,Houston,South,USA,Returning
2812,01/11/2022,12,Apparel,Credit Card,105,Hannah Lee,fiona@example.com,Phoenix,West,USA,VIP
2407,01/11/2022,3,Home,Klarna,107,Evan Black,alice@example.com,Philadelphia,East,USA,Returning
8394,01/11/2022,5,Accessories,Credit Card,105,George Hill,hannah@example.com,San Antonio,South,USA,VIP
5076,01/11/2022,6,Electronics,Credit Card,109,Fiona Green,bob@example.com,San Diego,West,USA,New
9118,01/12/2022,8,Home,Credit Card,108,Hannah Lee,evan@example.com,Dallas,South,USA,VIP
7354,01/12/2022,1,Electronics,Bank Transfer,105,Ian Blue,hannah@example.com,San Jose,West,USA,Returning
5378,01/12/2022,1,Electronics,Bank Transfer,104,Evan Black,evan@example.com,New York,East,USA,Returning
6585,01/12/2022,1,Electronics,Klarna,103,George Hill,hannah@example.com,Los Angeles,West,USA,VIP
8715,01/12/2022,7,Apparel,Credit Card,101,Alice Smith,fiona@example.com,Chicago,Midwest,USA,New
3775,01/13/2022,4,Toys,Klarna,105,Hannah Lee,george@example.com,Houston,South,USA,Returning
6176,01/13/2022,2,Apparel,Credit Card,101,Diana White,hannah@example.com,Phoenix,West,USA,Returning
6398,01/13/2022,3,Home,Bank Transfer,104,Alice Smith,diana@example.com,Philadelphia,East,USA,VIP
1919,01/13/2022,9,Toys,Paypal,100,Fiona Green,evan@example.com,San Antonio,South,USA,VIP
2099,01/14/2022,13,Home,Credit Card,102,Hannah Lee,jenny@example.com,San Diego,West,USA,New
2545,01/14/2022,1,Electronics,Paypal,109,Diana White,george@example.com,Dallas,South,USA,VIP
8194,01/14/2022,6,Electronics,Klarna,104,Alice Smith,ian@example.com,San Jose,West,USA,Returning
2502,01/15/2022,2,Apparel,Paypal,106,Diana White,fiona@example.com,New York,East,USA,VIP
7654,01/15/2022,6,Electronics,Paypal,107,Evan Black,jenny@example.com,Los Angeles,West,USA,New
5689,01/15/2022,3,Home,Paypal,106,Hannah Lee,alice@example.com,Chicago,Midwest,USA,New
4539,01/15/2022,7,Apparel,Paypal,106,Ian Blue,hannah@example.com,Houston,South,USA,Returning
5911,01/15/2022,14,Toys,Klarna,101,Ian Blue,fiona@example.com,Phoenix,West,USA,VIP
6816,01/16/2022,1,Electronics,Bank Transfer,105,Charlie Brown,alice@example.com,Philadelphia,East,USA,Returning
7523,01/17/2022,6,Electronics,Paypal,104,Hannah Lee,charlie@example.com,San Antonio,South,USA,New
3064,01/17/2022,15,Accessories,Credit Card,108,Evan Black,fiona@example.com,San Diego,West,USA,New
5598,01/18/2022,11,Electronics,Paypal,109,Diana White,jenny@example.com,Dallas,South,USA,VIP
4250,01/18/2022,10,Accessories,Paypal,103,Evan Black,alice@example.com,San Jose,West,USA,VIP
9177,01/18/2022,5,Accessories,Paypal,106,Bob Jones,jenny@example.com,New York,East,USA,Returning
1508,01/18/2022,3,Home,Credit Card,107,Fiona Green,evan@example.com,Los Angeles,West,USA,New
4209,01/19/2022,4,Toys,Klarna,105,Alice Smith,diana@example.com,Chicago,Midwest,USA,Returning
4557,01/19/2022,10,Accessories,Klarna,102,Fiona Green,george@example.com,Houston,South,USA,Returning
1687,01/20/2022,9,Toys,Bank Transfer,104,Evan Black,hannah@example.com,Phoenix,West,USA,Returning
4395,01/20/2022,8,Home,Credit Card,100,Ian Blue,diana@example.com,Philadelphia,East,USA,New
6360,01/20/2022,8,Home,Paypal,107,George Hill,jenny@example.com,San Antonio,South,USA,VIP
9257,01/20/2022,13,Home,Klarna,101,Fiona Green,diana@example.com,San Diego,West,USA,New
9418,01/21/2022,7,Apparel,Bank Transfer,109,George Hill,diana@example.com,Dallas,South,USA,Returning
2036,01/21/2022,4,Toys,Credit Card,106,Jenny Grey,fiona@example.com,San Jose,West,USA,New
6065,01/21/2022,13,Home,Paypal,108,Evan Black,fiona@example.com,New York,East,USA,Returning
4959,01/22/2022,3,Home,Paypal,100,Alice Smith,diana@example.com,Los Angeles,West,USA,Returning
4945,01/22/2022,8,Home,Bank Transfer,103,Ian Blue,fiona@example.com,Chicago,Midwest,USA,VIP
5934,01/22/2022,13,Home,Credit Card,106,Evan Black,ian@example.com,Houston,South,USA,Returning
7065,01/23/2022,2,Apparel,Klarna,108,Charlie Brown,hannah@example.com,Phoenix,West,USA,New
9060,01/24/2022,11,Electronics,Paypal,101,Fiona Green,george@example.com,Philadelphia,East,USA,VIP
2875,01/24/2022,6,Electronics,Credit Card,101,Evan Black,george@example.com,San Antonio,South,USA,VIP
9240,01/24/2022,8,Home,Paypal,105,Alice Smith,hannah@example.com,San Diego,West,USA,VIP
3833,01/24/2022,7,Apparel,Klarna,102,Bob Jones,george@example.com,Dallas,South,USA,VIP
5777,01/24/2022,15,Accessories,Paypal,103,Charlie Brown,diana@example.com,San Jose,West,USA,VIP
2932,01/25/2022,2,Apparel,Credit Card,102,Hannah Lee,hannah@example.com,New York,East,USA,New
3790,01/25/2022,5,Accessories,Credit Card,100,Evan Black,hannah@example.com,Los Angeles,West,USA,Returning
4385,01/25/2022,14,Toys,Bank Transfer,105,George Hill,alice@example.com,Chicago,Midwest,USA,Returning
3500,01/26/2022,11,Electronics,Klarna,101,Bob Jones,jenny@example.com,Houston,South,USA,Returning
8314,01/26/2022,15,Accessories,Paypal,101,Hannah Lee,evan@example.com,Phoenix,West,USA,Returning
3226,01/26/2022,10,Accessories,Bank Transfer,106,Evan Black,evan@example.com,Philadelphia,East,USA,VIP
7240,01/26/2022,4,Toys,Credit Card,104,Charlie Brown,alice@example.com,San Antonio,South,USA,Returning
7878,01/26/2022,7,Apparel,Klarna,107,Ian Blue,fiona@example.com,San Diego,West,USA,Returning
9638,01/27/2022,1,Electronics,Bank Transfer,101,Fiona Green,fiona@example.com,Dallas,South,USA,VIP
8210,01/27/2022,9,Toys,Klarna,109,Charlie Brown,charlie@example.com,San Jose,West,USA,VIP
4007,01/27/2022,2,Apparel,Paypal,107,Hannah Lee,fiona@example.com,New York,East,USA,VIP
5284,01/28/2022,6,Electronics,Bank Transfer,106,Diana White,fiona@example.com,Los Angeles,West,USA,Returning
4566,01/28/2022,1,Electronics,Credit Card,109,Jenny Grey,alice@example.com,Chicago,Midwest,USA,VIP
4052,01/28/2022,13,Home,Bank Transfer,107,Bob Jones,evan@example.com,Houston,South,USA,VIP
5366,01/28/2022,8,Home,Bank Transfer,102,George Hill,bob@example.com,Phoenix,West,USA,New
5958,01/29/2022,4,Toys,Klarna,107,Charlie Brown,george@example.com,Philadelphia,East,USA,New
9001,01/29/2022,5,Accessories,Paypal,105,Charlie Brown,ian@example.com,San Antonio,South,USA,Returning
6336,01/29/2022,6,Electronics,Credit Card,101,Jenny Grey,ian@example.com,San Diego,West,USA,VIP
2982,01/30/2022,8,Home,Bank Transfer,105,Ian Blue,ian@example.com,Dallas,South,USA,Returning
1604,01/30/2022,14,Toys,Paypal,104,Bob Jones,george@example.com,San Jose,West,USA,New
5597,01/30/2022,13,Home,Paypal,102,Alice Smith,george@example.com,New York,East,USA,New
1838,01/30/2022,6,Electronics,Bank Transfer,100,George Hill,alice@example.com,Los Angeles,West,USA,VIP
5468,01/30/2022,6,Electronics,Credit Card,106,Hannah Lee,fiona@example.com,Chicago,Midwest,USA,Returning
2564,01/31/2022,10,Accessories,Bank Transfer,101,Diana White,evan@example.com,Houston,South,USA,New
1726,01/31/2022,8,Home,Klarna,100,Bob Jones,hannah@example.com,Phoenix,West,USA,VIP
1282,01/31/2022,4,Toys,Credit Card,100,Charlie Brown,hannah@example.com,Philadelphia,East,USA,Returning
3970,01/31/2022,5,Accessories,Paypal,106,Bob Jones,charlie@example.com,San Antonio,South,USA,VIP
1066,01/31/2022,9,Toys,Credit Card,100,Bob Jones,alice@example.com,San Diego,West,USA,VIP
4670,02/01/2022,10,Accessories,Credit Card,108,Evan Black,fiona@example.com,Dallas,South,USA,New
5631,02/01/2022,7,Apparel,Credit Card,105,Jenny Grey,jenny@example.com,San Jose,West,USA,Returning
4549,02/02/2022,5,Accessories,Paypal,103,Evan Black,alice@example.com,New York,East,USA,New
9089,02/03/2022,13,Home,Klarna,103,Hannah Lee,evan@example.com,Los Angeles,West,USA,Returning
2559,02/03/2022,3,Home,Bank Transfer,104,Ian Blue,evan@example.com,Chicago,Midwest,USA,Returning
2294,02/03/2022,1,Electronics,Credit Card,101,Bob Jones,diana@example.com,Houston,South,USA,VIP
2603,02/03/2022,3,Home,Credit Card,104,Alice Smith,evan@example.com,Phoenix,West,USA,VIP
9488,02/04/2022,2,Apparel,Klarna,101,Diana White,fiona@example.com,Philadelphia,East,USA,Returning
4787,02/04/2022,7,Apparel,Credit Card,103,Fiona Green,evan@example.com,San Antonio,South,USA,VIP
7014,02/04/2022,9,Toys,Credit Card,109,Evan Black,alice@example.com,San Diego,West,USA,New
4072,02/05/2022,13,Home,Bank Transfer,104,Hannah Lee,george@example.com,Dallas,South,USA,Returning
5534,02/05/2022,9,Toys,Klarna,105,Hannah Lee,diana@example.com,San Jose,West,USA,New
5402,02/05/2022,5,Accessories,Credit Card,105,Bob Jones,george@example.com,New York,East,USA,VIP
6795,02/05/2022,4,Toys,Credit Card,108,Ian Blue,evan@example.com,Los Angeles,West,USA,Returning
6009,02/06/2022,9,Toys,Bank Transfer,103,Charlie Brown,diana@example.com,Chicago,Midwest,USA,VIP
2582,02/06/2022,7,Apparel,Credit Card,104,Alice Smith,fiona@example.com,Houston,South,USA,New
6362,02/07/2022,15,Accessories,Credit Card,105,Bob Jones,alice@example.com,Phoenix,West,USA,Returning
6875,02/07/2022,2,Apparel,Paypal,103,Fiona Green,fiona@example.com,Philadelphia,East,USA,VIP
2537,02/07/2022,15,Accessories,Klarna,105,Evan Black,charlie@example.com,San Antonio,South,USA,New
8823,02/07/2022,2,Apparel,Klarna,101,George Hill,charlie@example.com,San Diego,West,USA,New
9697,02/08/2022,5,Accessories,Klarna,106,Ian Blue,evan@example.com,Dallas,South,USA,VIP
